id,port,ship,date,duration_nights,lead_in_pp_usd,cruise_total_2,flight_route,flight_2,trip_total_2,official_deep_link,schedule_source,independent_crosscheck_or_note,result
GAL4-02,"Galveston, TX",Liberty of the Seas,2027-02-15,5,477,$954,SFO → HOU → SFO,$600 planning estimate,"$1,554",https://www.royalcaribbean.com/cruises/itinerary/5-night-western-caribbean-from-galveston-on-liberty/LB05GAL-2956042566?sail-date=2027-02-15&currency=USD,https://www.cruisetimetables.com/cruises-from-galveston-texas-2027.html,"Primary source read line by line: cruisetimetables PER-DAY from-port 2027 page (official cruise-line fare feed) + the official cruise-line deep link carried on that same page; dedup-checked against master by (port, ship, date, nights)",VERIFIED
FLAG-P4-01,"Fort Lauderdale, FL",Celebrity Silhouette,2027-02-21,5,,,,,,https://ultimatediscocruise.com/,cruisetimetables fromfortlauderdaleflorida-21feb2027,"NOT ADDED - FULL-SHIP CHARTER: '5 Night Ultimate Disco Cruise And Beyond'. The fare feed publishes literally 'NA' - there is no bookable public interior fare, and the only booking channel is the charter operator. Pricing it would be fabrication. Consistent with the existing exclusion of Star Trek: The Cruise, The 80s Cruise, JoCo Cruise, Rock Legends and Jam Cruise. FLAGGED FOR REVIEW.",FLAGGED - NOT ADDED
FLAG-P4-02,"Miami, FL",Norwegian Jewel,2027-02-15,11,,,,,,https://www.cruisetimetables.com/frommiamiflorida-15feb2027.html,cruisetimetables frommiamiflorida-15feb2027,"NOT ADDED - FULL-SHIP CHARTER: 11 Night 'Big Nude Boat 2027', sold only via cruisebare.com / Bare Necessities. No public interior fare in the feed. FLAGGED FOR REVIEW.",FLAGGED - NOT ADDED
FLAG-P4-03,"Miami, FL",Norwegian Star,2027-03-01,15,,,,,,https://www.cruisetimetables.com/frommiamiflorida-01mar2027.html,cruisetimetables frommiamiflorida-01mar2027,NOT ADDED - OPEN JAW: 15 Night Transatlantic departs Miami 1 Mar 2027 but ENDS IN BARCELONA. A single SFO round-trip airfare cannot honestly be applied to a one-way voyage. Same rule already applied to Carnival Spirit ex-Mobile 29 Mar. FLAGGED FOR REVIEW.,FLAGGED - NOT ADDED
FLAG-P4-04,"Miami, FL",Explora I,2027-03-08,16,,,,,,https://www.explorajourneys.com/us/en/destinations-globe/tra/journeys/miabcn-16-v5?id-journey=EX20270308MIABCN,cruisetimetables frommiamiflorida-08mar2027,"NOT ADDED - OPEN JAW + OUT OF SEGMENT: Explora Journeys 16 Night Miami -> Barcelona, ends outside the U.S. Also an ultra-luxury brand (lead-in $8,315pp) outside the mainstream/contemporary scope the list targets. FLAGGED FOR REVIEW.",FLAGGED - NOT ADDED
FLAG-P4-05,"Miami, FL",Oceania Allura,2027-03-11,10,,,,,,https://www.oceaniacruises.com/cruises/ALU270311,cruisetimetables frommiamiflorida-11mar2027,"NOT ADDED - NO LEAD-IN CABIN PRICE: 10 Night Tropical Island Havens, round trip Miami and genuinely in window, but the feed publishes 'Veranda From NA' with only a Suite price ($6,899pp). There is no interior/lead-in fare to price two adults against without guessing. Oceania is also a premium/upper-premium brand rather than contemporary. FLAGGED FOR REVIEW.",FLAGGED - NOT ADDED
FLAG-P4-06,"New Orleans, LA",Carnival Valor,2027-03-15,5,,,,,,https://www.carnival.com/itinerary/5-day-western-caribbean-cruise/new-orleans/valor/5-days/cw6/?sailDate=03152027,cruisetimetables fromneworleanslouisiana-15mar2027,"NOT ADDED - ALREADY IN MASTER: read from the day page during this sweep, but the automated (port, ship, date, nights) dedup guard matched an existing row from an earlier pass. Correctly rejected as a duplicate rather than double-counted.",FLAGGED - NOT ADDED
NOTE-P4-01,"Miami, FL",MSC Seaside,2027-02-15,4 and 7,,,,,,,cruisetimetables frommiamiflorida-15feb2027,RETAINED - NOT A DUPLICATE: MSC Seaside sells both a 4N Bahamas & Ocean Cay and a 7N Caribbean & Bahamas departing Miami the same day (the 7N is the combined back-to-back). Separate cruise IDs SE20270215MIAMIA and SE20270215MIAMI1 on msccruisesusa.com. Same precedent as the pass-3 Koningsdam/Grandiosa/Regal Princess pairs.,FLAGGED - RETAINED (distinct voyage)
NOTE-P4-02,"Miami, FL",MSC Seaside,2027-02-22,4 and 7,,,,,,,cruisetimetables frommiamiflorida-22feb2027,"RETAINED - NOT A DUPLICATE: same 4N / 7N back-to-back structure, cruise IDs SE20270222MIAMIA and SE20270222MIAMI1.",FLAGGED - RETAINED (distinct voyage)
NOTE-P4-03,"Fort Lauderdale, FL",Nieuw Statendam,2027-02-21,7 and 14,,,,,,,cruisetimetables fromfortlauderdaleflorida-21feb2027,RETAINED - NOT A DUPLICATE: Holland America sells the 7N Western Caribbean and a 14N Western & Eastern Caribbean collector departing the same day; distinct voyage codes c7w07a/j723 and c7x14d/j723a on hollandamerica.com.,FLAGGED - RETAINED (distinct voyage)
